index	word	sentence1	sentence2	start1	start2	end1	end2	label	sentence2_neg	neg_label	tag
169	attend	I rarely attend services at my church.	She attends class regularly.	9	4	15	11	1	She doesn't attend class regularly.	1	negation
170	barrage	A barrage of questions.	They laid down a barrage in front of the advancing troops.	2	17	9	24	0	They didn't lay down a barrage in front of the advancing troops.	0	negation
171	association	You can not be convicted of criminal guilt by association.	He joined the Modern Language Association.	46	30	57	41	0	He didn't join the Modern Language Association.	0	negation
172	portmanteau	'Brunch' is a well-known portmanteau.	'Motel' is a portmanteau word made by combining 'motor' and 'hotel'.	25	13	36	24	1	'Motel' is not a portmanteau word made by combining 'motor' and 'hotel'.	1	negation
173	cooperation	Economic cooperation.	They agreed on a policy of cooperation.	9	27	20	38	1	They didn't agree on a policy of cooperation.	1	negation
174	criticism	The senator received severe criticism from his opponent.	The politician received a lot of public criticism for his controversial stance on the issue.	28	40	37	49	0	The politician didn't receive a lot of public criticism for his controversial stance on the issue.	0	negation
175	gnash	To gnash the air in fury.	To gnash a carpet.	3	3	8	8	1	Not to gnash a carpet.	1	negation
176	month	He was given a month to pay the bill.	We went on holiday for two months.	15	27	20	33	1	We didn't go on holiday for two months.	1	negation
177	abridge	The new law might abridge our freedom of expression.	He had his rights abridged by the crooked sheriff.	18	18	25	26	1	He didn't have his rights abridged by the crooked sheriff.	1	negation
178	operation	The plane's operation in high winds.	The power of its engine determines its operation.	12	39	21	48	1	The power of its engine doesn't determine its operation.	1	negation
179	shuffle	You shuffle, I'll deal.	Shuffle the cards.	4	0	11	7	1	Don't shuffle the cards.	1	negation
180	pity	It's a pity he couldn't do it.	The blind are too often objects of pity.	7	35	11	39	0	The blind are not too often objects of pity.	0	negation
181	finish	My horse was several lengths behind at the finish.	The winner is the team with the most points at the finish.	43	51	49	57	1	The winner is not the team with the most points at the finish.	1	negation
182	fold	Fold up the newspaper.	Tony folded the flaps open.	0	5	4	11	1	Tony didn't fold the flaps open.	1	negation
183	toss	I'll toss you for it.	Steve tossed John the ball.	5	6	9	12	1	Steve didn't toss John the ball.	1	negation
184	embellish	To embellish a story, the truth.	The old book cover was embellished with golden letters.	3	23	12	34	1	The old book cover was not embellished with golden letters.	1	negation
185	tilt	The court's tilt toward conservative rulings.	The tower had a pronounced tilt.	12	27	16	31	0	The tower didn't have a pronounced tilt.	0	negation
186	hitter	A hard hitter.	Blacksmiths are good hitters.	7	21	13	28	1	Blacksmiths are not good hitters.	1	negation
187	erase	The files will erase quickly.	The chalkboard erased easily.	15	15	20	21	1	The chalkboard didn't erase easily.	1	negation
188	installation	He gave a speech as part of his installation into the hall of fame.	The telephone installation took only a few minutes.	32	14	44	26	0	The telephone installation didn't take only a few minutes.	0	negation
189	base	He told the painter that he wanted a yellow base with just a hint of green.	Bases include oxides and hydroxides of metals and ammonia.	44	0	48	5	0	Bases don't include oxides and hydroxides of metals and ammonia.	0	negation
190	pound	The locks pound the water of the canal.	Pound the roots with a heavy flat stone.	10	0	15	5	0	Don't pound the roots with a heavy flat stone.	0	negation
191	portfolio	He remembered her because she was carrying a large portfolio.	He holds the portfolio for foreign affairs.	51	13	60	22	0	He doesn't hold the portfolio for foreign affairs.	0	negation
192	ball	The ball at the base of the thumb.	He stood on the balls of his feet.	4	16	8	21	1	He didn't stand on the balls of his feet.	1	negation
193	prepare	Prepare for war.	We prepared a fish for dinner.	0	3	7	11	0	We didn't prepare a fish for dinner.	0	negation
194	donate	Donate money to the orphanage.	I donated blood to the Red Cross for the victims of the earthquake.	0	2	6	9	1	I didn't donate blood to the Red Cross for the victims of the earthquake.	1	negation
195	hew	Hew out a path in the rock.	One of the most widely used typefaces in the world was hewn by the English printer and typographer John Baskerville.	0	55	3	59	1	One of the most widely used typefaces in the world was not hewn by the English printer and typographer John Baskerville.	1	negation
196	appreciate	I appreciate your efforts.	The yen appreciated again!	2	8	12	19	0	The yen didn't appreciate again!	0	negation
197	compress	The force required to compress a spring varies linearly with the displacement.	She compressed her lips.	22	4	30	14	1	She didn't compress her lips.	1	negation
198	ease	Ease the pain in your legs.	The pain eased overnight.	0	9	4	14	0	The pain didn't ease overnight.	0	negation
199	state	State your name.	State your opinion.	0	0	5	5	1	Don't state your opinion.	1	negation
200	collapse	The collapse of the old star under its own gravity.	The roof is in danger of collapse.	4	25	12	33	1	The roof is not in danger of collapse.	1	negation
201	mixture	He drank a mixture of beer and lemonade.	The mixture of sulphuric acid and water produces heat.	11	4	18	11	0	The mixture of sulfuric acid and water doesn't produce heat.	0	negation
202	risk	I can not risk smoking.	Why risk your life?	10	4	14	8	1	Why not risk your life?	1	negation
203	drawing	The drawing of water from the well.	He did complicated pen-and-ink drawings like medieval miniatures.	4	31	11	39	0	He didn't do complicate pen-and-ink drawings like medieval miniatures.	0	negation
204	string	A string of islands.	The strings played superlatively well.	2	4	8	11	0	The strings didn't play superlatively well.	0	negation
205	sign	Please sign on the dotted line.	Please sign here.	7	7	11	11	1	Please don't sign here.	1	negation
206	affect	Will the new rules affect me?	The medicine affects my heart rate.	19	13	25	20	0	The medicine doesn't affect my heart rate.	0	negation
207	sit	When does the court of law sit?	In what city is the circuit court sitting for this session.	27	34	30	41	1	In what city is not the circuit court sitting for this session.	1	negation
208	rehearsal	A rehearsal will be held the day before the wedding.	He missed too many rehearsals.	2	19	11	29	1	He didn't miss too many rehearsals.	1	negation
209	near	They are nearing the coast.	The ship nears the land.	9	9	16	14	1	The ship doesn't near the land.	1	negation
210	patronage	The restaurant had an upper class patronage.	Even before noon there was a considerable patronage.	34	42	43	51	0	Even before noon there was no considerable patronage.	0	negation
211	surface	It was not what it appeared to be on the surface.	The cloth had a pattern of red dots on a white surface.	41	47	48	54	0	The cloth didn't have a pattern of red dots on a white surface.	0	negation
212	pierce	To pierce a mystery.	The path pierced the jungle.	3	9	9	16	0	The path didn't pierce the jungle.	0	negation
213	share	Our children share a love of music.	The two countries share a long border.	13	18	18	23	1	The two countries don't share a long border.	1	negation
214	roll	The roll of a ball.	Look at the roll of the waves.	4	12	8	16	1	Don't look at the roll of the waves.	1	negation
215	knuckleball	Even the pitcher doesn't know where his knuckleball is going.	Boston Red Sox pitcher Tim Wakefield is best known for his use of the knuckleball.	40	70	51	81	1	Boston Red Sox pitcher Tim Wakefield is not best known for his use of the knuckle ball.	1	negation
216	wail	Wail in self-pity.	She wailed with pain.	0	4	4	10	0	She didn't wail with pain.	0	negation
217	cleat	Cleat running shoes for better traction.	Cleat a line.	0	0	5	5	0	Don't cleat a line.	0	negation
218	destroy	Hooligans destroy unprovoked.	The fire destroyed the house.	10	9	17	18	1	The fire didn't destroy the house.	1	negation
219	heel	Heel a golf ball.	Heel that dance.	0	0	4	4	0	Don't heel that dance.	0	negation
220	fuss	Don't fuss too much over the grandchildren -- they are quite big now.	She fusses over her husband.	6	4	10	10	0	She doesn't fuss over her husband.	0	negation
221	grip	In Britain they call a bobby pin a grip.	They kept a firm grip on the two top priorities.	35	17	39	21	0	They didn't keep a firm grip on the two top priorities.	0	negation
222	nut	He was driving his car like a nut.	I kicked him in the nuts.	30	20	33	24	0	I didn't kick him in the nuts.	0	negation
223	attitude	The airliner had to land with a nose-up attitude after the incident.	The actor struck just the right attitude.	40	32	48	40	0	The actor didn't strike just the right attitude.	0	negation
224	break	Make a break for it.	He finally got his big break.	7	23	12	28	0	He finally didn't get his big break.	0	negation
225	whimsy	Whimsy can be humorous to someone with time to enjoy it.	He had a whimsy about flying to the moon.	0	9	6	15	1	He didn't have a whimsy about flying to the moon.	1	negation
226	stay	Wear gloves so your hands stay warm.	Stay with me, please.	26	0	30	4	1	Don't stay with me, please.	1	negation
227	prohibition	They were restrained by a prohibition in their charter.	In 1920 the 18th amendment to the Constitution established prohibition in the US.	26	59	37	70	0	In 1920 the 18th amendment to the Constitution didn't establish prohibition in the US.	0	negation
228	sleep	We sleep five people in each room.	This tent sleeps six people.	3	10	8	16	1	This tent doesn't sleep six people.	1	negation
229	spread	The infection spread.	Optimism spread among the population.	14	9	20	15	1	Optimism didn't spread among the population.	1	negation
230	wish	It was his last wish.	They should respect the wishes of the people.	16	24	20	30	1	They should not respect the wishes of the people.	1	negation
231	setting	A place setting of sterling flatware.	He changed the setting on the thermostat.	8	15	15	22	0	He didn't change the setting on the thermostat.	0	negation
232	sugar	Sugar your tea.	John heavily sugars his coffee.	0	13	5	19	1	John heavily doesn't sugar his coffee.	1	negation
233	intellect	He has a keen intellect.	Some of the world's leading intellects were meeting there.	14	28	23	38	0	Some of the world's leading intellects were not meeting there.	0	negation
234	flood	Flood the market with tennis shoes.	The swollen river flooded the village.	0	18	5	25	0	The swollen river didn't flood the village.	0	negation
235	hook	Hook the ball.	His opponent hooked him badly.	0	13	4	19	0	His opponent didn't hook him badly.	0	negation
236	fight	A fight broke out at the hockey game.	There were fights in the streets.	2	11	7	17	1	There were no fights in the streets.	1	negation
237	scavenge	Hyenas scavenge.	She scavenged the garbage cans for food.	7	4	15	13	0	She didn't scavenge the garbage cans for food.	0	negation
238	recreation	For recreation he wrote poetry and solved crossword puzzles.	Drug abuse is often regarded as a form of recreation.	4	42	14	52	1	Drug abuse is not often regarded as a form of recreation.	1	negation
239	assumption	The Nazi assumption of power in 1934.	He acquired all the company's assets for ten million dollars and the assumption of the company's debts.	9	69	19	79	1	He didn't acquire all the company's assets for ten million dollars and the assumption of the company's debts.	1	negation
240	result	Result in tragedy.	This measure will result in good or in evil.	0	18	6	24	1	This measure will not result in good or in evil.	1	negation
241	pressure	He used pressure to stop the bleeding.	The sensitivity of his skin to pressure and temperature was normal.	8	31	16	39	0	The sensitivity of his skin to pressure and temperature was not normal.	0	negation
242	twilight	I could just make out her face in the twilight.	He loved the twilight.	38	13	46	21	0	He didn't love the twilight.	0	negation
243	policy	You should have read the small print on your policy.	It was a policy of retribution.	45	9	51	15	0	It was not a policy of retribution.	0	negation
244	question	His claim to the property has come under question.	He obeyed without question.	41	18	49	26	1	He didn't obey without question.	1	negation
245	property	He is a man of property.	That hat is my property.	15	15	23	23	1	That hat is not my property.	1	negation
246	flowage	Rock fracture and rock flowage are different types of geological deformation.	Many campsites were located near the flowage.	23	37	30	44	0	Many campsites were not located near the flow age.	0	negation
247	expect	I expect to receive wages.	We were expecting a visit from our relatives.	2	8	8	17	1	We were not expecting a visit from our relatives.	1	negation
248	cloister	Cloister the garden.	She cloistered herself in the office.	0	4	8	14	0	She didn't cloister herself in the office.	0	negation
249	trip	A pedestrian was able to trip the burglar as he was running away.	The questions on the test tripped him up.	25	26	29	33	1	The questions on the test didn't trip him up.	1	negation
250	gargle	Gargle with this liquid.	Every morning he gargled a little cheap Scotch.	0	17	6	24	1	Every morning he didn't gargled a little cheap Scotch.	1	negation
251	proliferate	We must not proliferate nuclear arms.	The flowers proliferated rapidly all spring.	12	12	23	24	1	The flowers didn't proliferate rapidly all spring.	1	negation
252	role	My neighbor was the lead role in last year's village play.	Play its role.	25	9	29	13	0	Don't play its role.	0	negation
253	noise	He knew that it was trash day, when the garbage collectors made all the noise.	They heard indistinct noises of people talking.	72	22	77	28	0	They didn't hear indistinct noises of people talking.	0	negation
254	twist	Don't twist my words.	Twist the dough into a braid.	6	0	11	5	0	Don't twist the dough into a braid.	0	negation
255	steam	Just steam the vegetables.	Her indifference to his amorous advances really steamed the young man.	5	48	10	55	0	Her indifference to his amorous advances really didn't steam the young man.	0	negation
256	care	He handled the vase with care.	Care should be taken when holding babies.	25	0	29	4	0	Care should not be taken when holding babies.	0	negation
257	torrent	The houses were swept away in the torrent.	They endured a torrent of inquiries.	34	15	41	22	1	They didn't endure a torrent of inquiries.	1	negation
258	direct	Direct your anger towards others, not towards yourself.	He directed all his energies into his dissertation.	0	3	6	11	0	He didn't direct all his energies into his dissertation.	0	negation
259	muscle	The senators used their muscle to get the party leader to resign.	Muscle consists largely of actin and myosin filaments.	24	0	30	6	0	Muscle doesn't consist largely of action and myosin filaments.	0	negation
260	circulate	Circulate a rumor.	This letter is being circulated among the faculty.	0	21	9	31	0	This letter is not being circulated among the faculty.	0	negation
261	work	The symphony was hailed as an ingenious work.	Erosion is the work of wind or water over time.	40	15	44	19	1	Erosion is not the work of wind or water over time.	1	negation
262	member	Canada is a member of the United Nations.	The library was a member of the interlibrary loan association.	12	18	18	24	1	The library was not a member of the interlibrary loan association.	1	negation
263	go	It's my go.	I'll give it a go.	8	15	10	17	0	I'll don't give it a go.	0	negation
264	preserve	Preserve the peace in the family.	To preserve silence.	0	3	8	11	1	Not to preserve silence.	1	negation
265	recognition	Territorial disputes were resolved in Guatemala's recognition of Belize in 1991.	The partners were delighted with the recognition of their work.	50	37	61	48	0	The partners were not delighted with the recognition of their work.	0	negation
266	plant	Plant bugs in the dissident's apartment.	Plant a spy in Moscow.	0	0	5	5	1	Don't plant a spy in Moscow.	1	negation
267	operation	They organized a rescue operation.	Consolidate the companies various operations.	24	34	33	44	1	Don't consolidate the companies various operations.	1	negation
268	strip	He welded together some pieces of strip.	She did a strip right in front of everyone.	34	10	39	15	0	She didn't do a strip right in front of everyone.	0	negation
269	remove	Remove a wrapper.	The President removed many postmasters.	0	14	6	21	0	The President didn't remove many postmasters.	0	negation
270	kill	Kill the engine.	He killed the ball.	0	3	4	9	0	He didn't kill the ball.	0	negation
271	toilet	He made his morning toilet and went to breakfast.	Pensions are in the toilet.	20	20	26	26	0	Pensions are not in the toilet.	0	negation
272	help	There's no help for it.	I need some help with my homework.	11	12	15	16	0	I don't need some help with my homework.	0	negation
273	decussate	The fibers decussate.	This nerve decussates the other.	11	11	20	21	1	This nerve doesn't docusates the other.	1	negation
274	spin	The campaign put a favorable spin on the story.	The skaters demonstrated their spins.	29	31	33	36	0	The skaters didn't demonstrate their spins.	0	negation
275	gem	He had the gem set in a ring for his wife.	She's an absolute gem.	11	18	14	21	0	She's not an absolute gem.	0	negation
276	sort	She served a creamy sort of dessert thing.	She wore a sort of magenta dress.	20	11	24	15	1	She didn't wear a sort of magenta dress.	1	negation
277	piano	Most of the works by Frédéric Chopin are for the piano.	"He can play ""Happy Birthday"" on the piano."	49	36	54	41	1	"He can not play ""Happy Birthday"" on the piano."	1	negation
278	snap	The infielder's snap and throw was a single motion.	Children can manage snaps better than buttons.	16	20	20	25	0	Children can not manage snaps better than buttons.	0	negation
279	belabor	Belabor the obvious.	She was belabored by her fellow students.	0	8	7	17	0	She was not belabored by her fellow students.	0	negation
280	terror	He used terror to make them confess.	He was the terror of the neighborhood.	8	11	14	17	0	He was not the terror of the neighborhood.	0	negation
281	refrigerate	Please refrigerate your uncooked meats at or below 40 Fahrenheit.	Refrigerate this medicine.	7	0	18	11	1	Don't refrigerate this medicine.	1	negation
282	path	The path of virtue.	Our paths in life led us apart.	4	4	8	9	1	Our paths in life didn't lead us apart.	1	negation
283	command	To command an army or a ship.	Command the military forces.	3	0	10	7	1	Don't command the military forces.	1	negation
284	dexterity	She twirled the knife through her fingers with impressive dexterity.	Playing computer games can improve your manual dexterity.	58	47	67	56	1	Playing computer games can not improve your manual dexterity.	1	negation
285	drought	When England defeated Pakistan it ended a ten-year drought.	Farmers most affected by the drought hope that there may yet be sufficient rain early in the growing season.	51	29	58	36	0	Farmers most affected by the drought hope that there may yet not be sufficient rain early in the growing season.	0	negation
286	develop	Children must develop a sense of right and wrong.	We have developed a new theory of evolution.	14	8	21	17	0	We have not developed a new theory of evolution.	0	negation
287	deal	A deal of trouble.	He made a deal with the devil.	2	10	6	14	0	He didn't make a deal with the devil.	0	negation
288	brother	I would like to thank the brother who just spoke.	None of his brothers would betray him.	26	12	33	20	1	None of his brothers would not betray him.	1	negation
289	officer	He is an officer of the court.	The club elected its officers for the coming year.	9	21	16	29	1	The club didn't elect its officers for the coming year.	1	negation
290	scraping	All that bowing and scraping did not impress him.	They collected blood scrapings for analysis.	20	21	28	30	0	They didn't collect blood scrapings for analysis.	0	negation
291	vision	The runners emerged from the trees into his clear vision.	He had a vision of the Virgin Mary.	50	9	56	15	0	He didn't have a vision of the Virgin Mary.	0	negation
292	relieve	This shall not relieve either Party of any obligations.	The thief relieved me of $100.	15	10	22	18	0	The thief didn't relieve me of $100.	0	negation
293	breast	He beat his breast in anger.	The robin has a red breast.	12	20	18	26	1	The robin doesn't have a red breast.	1	negation
294	deed	He signed the deed.	I inherited the deed to the house.	14	16	18	20	1	I didn't inherit the deed to the house.	1	negation
295	transfer	The transfer of the music from record to tape suppressed much of the background noise.	The best student was a transfer from LSU.	4	23	12	31	0	The best student was not a transfer from LSU.	0	negation
296	dollar	He worships the almighty dollar.	The dollar coin has never been popular in the United States.	25	4	31	10	0	The dollar coin has not never been popular in the United States.	0	negation
297	post	Post a warning at the dump.	The newspaper posted him in Timbuktu.	0	14	4	20	0	The newspaper didn't post him in Timbuktu.	0	negation
298	catch	The catch was only 10 fish.	He shared his catch with the others.	4	14	9	19	0	He didn't share his catch with the others.	0	negation
299	fatigue	Growing fatigue was apparent from the decline in the execution of their athletic skills.	He was hospitalized for extreme fatigue.	8	32	15	39	1	He was not hospitalized for extreme fatigue.	1	negation
300	motivation	We did not understand his motivation.	His motivation was at a high level.	26	4	36	14	0	His motivation was not at a high level.	0	negation
301	continent	Pioneers had to cross the continent on foot.	There are seven continents.	26	16	35	26	1	There are no seven continents.	1	negation
302	aim	She wanted to aim a pun.	He aimed his fists towards his opponent's face.	14	3	17	8	0	He didn't aim his fists towards his opponent's face.	0	negation
303	treatment	His treatment of the race question is badly biased.	His treatment of space borrows from Italian architecture.	4	4	13	13	0	His treatment of space doesn't borrow from Italian architecture.	0	negation
304	stripe	Businessmen of every stripe joined in opposition to the proposal.	They earned their stripes in Kuwait.	21	18	27	25	0	They didn't earn their stripes in Kuwait.	0	negation
305	hold	Please hold a table at Maxim's.	Hold a table for us at 7:00.	7	0	11	4	1	Don't hold a table for us at 7:00.	1	negation
306	experience	A surprising experience.	Experience is the best teacher.	13	0	23	10	0	Experience is not the best teacher.	0	negation
307	urgency	They departed hurriedly because of some great urgency in their affairs.	I'll be there, barring any urgencies.	46	27	53	36	1	I'll don't be there, barring any urgencies.	1	negation
308	push	You need to push quite hard to get this door open.	Nora pushed through the crowd.	12	5	16	11	1	Nora didn't push through the crowd.	1	negation
309	calibrate	Calibrate a gun.	He calibrated the thermometer for the Celsius scale.	0	3	9	13	0	He didn't calibrate the thermometer for the Celsius scale.	0	negation
310	choke	Choke a carburetor.	This neckband is choking the cat.	0	17	5	24	0	This neckband is not choking the cat.	0	negation
311	circumference	A danger to all races over the whole circumference of the globe.	He had walked the full circumference of his land.	37	23	50	36	1	He had not walked the full circumference of his land.	1	negation
312	lecture	Did you ever lecture at Harvard?	She lectured to the class about her travels.	13	4	20	12	1	She didn't lecture to the class about her travels.	1	negation
313	breakdown	After so much stress, he suffered a breakdown and simply gave up.	His warning came after the breakdown of talks in London.	36	27	45	36	0	His warning didn't come after the breakdown of talks in London.	0	negation
314	drag	Time seems to drag when you're waiting for a bus.	The speech dragged on for two hours.	14	11	18	18	0	The speech didn't drag on for two hours.	0	negation
315	carve	Carve one's name into the bark.	That chisel carved the statue.	0	12	5	18	1	That chisel didn't carve the statue.	1	negation
316	subsidy	A subsidy for research in artificial intelligence.	Manufacturing firms are supported by government subsidies in some countries.	2	48	9	57	1	Manufacturing firms are not supported by government subsidies in some countries.	1	negation
317	breeze	The breeze rustled the papers on her desk.	The breeze was cooled by the lake.	4	4	10	10	1	The breeze was not cooled by the lake.	1	negation
318	education	A girl's education was less important than a boy's.	Education is a preparation for life.	9	0	18	9	1	Education is not a preparation for life.	1	negation
319	consult	They had to consult before arriving at a decision.	Consult your local broker.	12	0	19	7	1	Don't consult your local broker.	1	negation
320	military	Their military is the largest in the region.	He spent six years in the military.	6	26	14	34	1	He didn't spend six years in the military.	1	negation
321	flush	Flush the meadows.	The sky flushed with rosy splendor.	0	8	5	15	0	The sky didn't flush with rosy splendor.	0	negation
322	play	They gave full play to the artist's talent.	It was all done in play.	15	19	19	23	0	It was not all done in play.	0	negation
323	worship	They worship in the traditional manner.	Many Hindus worship Shiva.	5	12	12	19	0	Many Hindus don't worship Shiva.	0	negation
324	forwarding	The forwarding of resumes to the personnel department.	The forwarding of mail to a new address is done automatically.	4	4	14	14	1	The forwarding of mail to a new address is not done automatically.	1	negation
325	distribute	The publisher wants to distribute the book in Asia.	The function distributes the values evenly.	23	13	33	24	0	The function doesn't distribute the values evenly.	0	negation
326	bottom	They started at the bottom of the hill.	They did much of their overseas trade in foreign bottoms.	20	49	26	56	0	They didn't do much of their overseas trade in foreign bottoms.	0	negation
327	hostility	He could not conceal his hostility.	He could no longer contain his hostility.	25	31	34	40	0	He could no longer don't contain his hostility.	0	negation
328	incorporate	Incorporate this document with those pertaining to the same case.	The company was incorporated in 1980.	0	16	11	28	0	The company was not incorporated in 1980.	0	negation
329	leave	Leave your child the nurse's care.	He left the decision to his deputy.	0	3	5	7	1	He didn't leave the decision to his deputy.	1	negation
330	parade	The floats and horses in the parade were impressive, but the marching bands were really amazing.	She made a parade of her sorrows.	29	11	35	17	0	She didn't make a parade of her sorrows.	0	negation
331	branch	We opened a new branch in London.	Our main branch is downtown.	16	9	22	15	1	Our main branch is not downtown.	1	negation
332	addition	The addition of a leap day every four years.	The addition of a bathroom was a major improvement.	4	4	12	12	0	The addition of a bathroom was not a major improvement.	0	negation
333	liberate	To liberate the mind from prejudice.	To liberate gases.	3	3	11	11	1	Not to liberate gases.	1	negation
334	fuel	Fuel aircraft, ships, and cars.	Fuel the debate on creationism.	0	0	4	4	0	Don't fuel the debate on creationism.	0	negation
335	dip	Dip the brush into the paint.	She dipped her knee.	0	4	3	10	0	She didn't dip her knee.	0	negation
336	cost	The average cost of a new house is twice as much as t was 20 years ago.	The total cost of the new complex was an estimated $1.5 million.	12	10	16	14	1	The total cost of the new complex was not an estimated $1.5 million.	1	negation
337	harass	Harass the enemy.	This man harasses his female co-workers.	0	9	6	17	0	This man doesn't harass his female co-workers.	0	negation
338	writing	Writing was a form of therapy for him.	The idea occurs with increasing frequency in Hemingway's writings.	0	57	7	65	0	The idea doesn't occur with increasing frequency in Hemingway's writings.	0	negation
339	block	Block the signals emitted by this station.	The thick curtain blocked the action on the stage.	0	18	5	25	0	The thick curtain didn't block the action on the stage.	0	negation
340	refresher	The nap was a welcome refresher.	He stopped at the bar for a quick refresher.	22	34	31	43	1	He didn't stop at the bar for a quick refresher.	1	negation
341	success	His success in the marathon was unexpected.	The election was a remarkable success for the Whigs.	4	30	11	37	0	The election was not a remarkable success for the Whigs.	0	negation
342	scallop	Scallop the hem of the dress.	Scallop the meat.	0	0	7	7	0	Don't scallop the meat.	0	negation
343	solemnize	The couple chose to solemnize their relationship in a secular ceremony, instead of having a wedding.	The King solemnized this day of morning.	20	9	29	19	0	The King didn't solemnize this day of morning.	0	negation
344	building	The entire building complained about the noise.	The building of the bridge will be completed in a couple of weeks.	11	4	19	12	0	The building of the bridge will not be completed in a couple of weeks.	0	negation
345	diet	The diet of the Giant Panda consists mainly of bamboo.	He's been reading a steady diet of nonfiction for the last several years.	4	27	8	31	0	He's not been reading a steady diet of nonfiction for the last several years.	0	negation
346	shoot	Shoot cloth.	Shoot a star.	0	0	5	5	0	Don't shoot a star.	0	negation
347	oppression	The tyrant's oppression of the people.	The oppression of the poor by the aristocracy was one cause of the French Revolution.	13	4	23	14	1	The oppression of the poor by the aristocracy was not one cause of the French Revolution.	1	negation
348	plenty	There was plenty of food for everyone.	It must have cost plenty.	10	18	16	24	0	It must not have cost plenty.	0	negation
349	glaze	Glaze the bread with eggwhite.	The potter glazed the dishes.	0	11	5	17	1	The potter didn't glaze the dishes.	1	negation
350	pull	It was a long pull but we made it.	He was sidelined with a hamstring pull.	14	34	18	38	0	He was not sidelined with a hamstring pull.	0	negation
351	mandate	Mandate a colony.	The new director of the school board mandated regular tests.	0	37	7	45	0	The new director of the school board didn't mandate regular tests.	0	negation
352	trailer	The trailer for that movie makes it seem like it would be fun.	At the end of the day, we put the snowmobiles back on the trailer.	4	58	11	65	0	At the end of the day, we didn't put the snowmobiles back on the trailer.	0	negation
