index	word	sentence1	sentence2	start1	start2	end1	end2	label	sentence2_neg	neg_label	tag
353	dimple	The accident created a dimple in the hood of the car.	There are approximately 336 dimples on a golf ball.	23	28	29	35	1	There are no approximately 336 dimples on a golf ball.	1	negation
354	stop	Stop a car.	Stop the thief.	0	0	4	4	1	Don't stop the thief.	1	negation
355	disable	Disable this command on your computer.	He was disabled in a car accident.	0	7	7	15	0	He was not disabled in a car accident.	0	negation
356	step	Always a step behind.	Keep in step with the fashions.	9	8	13	12	1	Don't keep in step with the fashions.	1	negation
357	segregate	Experiments show clearly that genes segregate.	Many towns segregated into new counties.	36	11	45	21	1	Many towns didn't segregate into new counties.	1	negation
358	forge	We decided to forge ahead with our plans even though our biggest underwriter backed out.	He forged ahead.	14	3	19	9	1	He didn't forge ahead.	1	negation
359	slip	Slip into something comfortable.	My grades are slipping.	0	14	4	22	0	My grades are not slipping.	0	negation
360	squeaker	Which hinge is the squeaker?	Those sneakers are squeakers.	19	19	27	28	1	Those sneakers are not squeakers.	1	negation
361	allowance	The captain was obliged to allowance his crew.	Our provisions were allowanced.	27	20	36	30	1	Our provisions were not allowance.	1	negation
362	adhocracy	The need for informational flexibility can lead to adhocracy.	The choice between bureaucracy and adhocracy represents a common dilemma.	51	35	60	44	1	The choice between bureaucracy and advocacy doesn't represent a common dilemma.	1	negation
363	smoothness	The weather system of the Pacific is determined by the uninterrupted smoothness of the ocean.	His oily smoothness concealed his guilt from the police.	69	9	79	19	0	His oily smoothness didn't conceal his guilt from the police.	0	negation
364	pencil	An eyebrow pencil.	This artist's favorite medium is pencil.	11	33	17	39	0	This artist's favorite medium is not pencil.	0	negation
365	violate	Violate the sanctity of the church.	This sentence violates the rules of syntax.	0	14	7	22	0	This sentence doesn't violate the rules of syntax.	0	negation
366	aliyah	Students making aliyah.	He was called on for an aliyah.	16	24	22	30	0	He was not called on for an aliyah.	0	negation
367	lay	To lay a tax on land.	Lay a responsibility on someone.	3	0	6	3	1	Don't lay a responsibility on someone.	1	negation
368	buy	$50 won't even buy a dress.	FMC has bought 565.	15	8	18	14	1	FMC has not bought 565.	1	negation
369	bend	The stick does not bend.	Bend your knees.	19	0	23	4	0	Don't bend your knees.	0	negation
370	obstacle	Lack of imagination is an obstacle to one's advancement.	The poverty of a district is an obstacle to good education.	26	32	34	40	1	The poverty of a district is not an obstacle to good education.	1	negation
371	rail	He was concerned with rail safety.	He traveled by rail.	22	15	26	19	1	He didn't travel by rail.	1	negation
372	hail	Hail a cab.	He was hailed as a hero.	0	7	4	13	1	He was not hailed as a hero.	1	negation
373	response	This situation developed in response to events in Africa.	His responses have slowed with age.	28	4	36	13	0	His responses have not slowed with age.	0	negation
374	bang	He got a bang on the head.	They got a great bang out of it.	9	17	13	21	0	They didn't get a great bang out of it.	0	negation
375	save	The relief pitcher got credit for a save.	The goalie made a brilliant save.	36	28	40	32	1	The goalie didn't make a brilliant save.	1	negation
376	inclination	The alkaline inclination of the local waters.	An inclination of his head indicated his agreement.	13	3	24	14	0	An inclination of his head didn't indicate his agreement.	0	negation
377	home	Canadian tariffs enabled United States lumber companies to raise prices at home.	His home is New Jersey.	75	4	79	8	1	His home is not New Jersey.	1	negation
378	contradistinction	Sculpture in contradistinction to painting.	We used hamburgers and soda in contradistinction to healthy food.	13	31	30	48	1	We didn't use hamburgers and soda in contradistinction to healthy food.	1	negation
379	easiness	The very easiness of the deed held her back.	There was an easiness between them.	9	13	17	21	0	There was no easiness between them.	0	negation
380	minister	The minister said a prayer on behalf of the entire congregation.	Clergymen are usually called ministers in Protestant churches.	4	29	12	38	1	Clergymen are not usually called ministers in Protestant churches.	1	negation
381	acquisition	The child's acquisition of language.	That graphite tennis racquet is quite an acquisition.	12	41	23	52	0	That graphite tennis racquet is not quite an acquisition.	0	negation
382	brush	She gave her hair a quick brush.	The dentist recommended two brushes a day.	26	28	31	35	1	The dentist didn't recommend two brushes a day.	1	negation
383	touch	He has a touch of rheumatism.	He longed for the touch of her hand.	9	18	14	23	0	He didn't long for the touch of her hand.	0	negation
384	walk	After the blizzard he shoveled the front walk.	Walking is a healthy form of exercise.	41	0	45	7	0	Walking is not a healthy form of exercise.	0	negation
385	get	The operator couldn't get Kobe because of the earthquake.	I'll get this finished by lunchtime.	22	5	25	8	0	I'll not get this finished by lunchtime.	0	negation
386	strike	Strike an arc.	The clock struck midnight.	0	10	6	16	0	The clock didn't strike midnight.	0	negation
387	explanation	The explanation was very simple.	The explanation was long and drawn-out.	4	4	15	15	1	The explanation was not long and drawn-out.	1	negation
388	sense	Particle detectors sense ionization.	She immediately sensed her disdain.	19	16	24	22	0	She immediately didn't sense her disdain.	0	negation
389	wine	She ordered some wine for the meal.	Wine is stronger than beer.	17	0	21	4	1	Wine is not stronger than beer.	1	negation
390	denizen	The bald eagle is a denizen of the northern part of the state.	The giant squid is one of many denizens of the deep.	20	31	27	39	0	The giant squid is not one of many denizens of the deep.	0	negation
391	excuse	That thing is a poor excuse for a gingerbread man. Hasn't anyone taught you how to bake?	He's a sorry excuse of a doctor.	21	13	27	19	1	He's not a sorry excuse of a doctor.	1	negation
392	avail	It will avail them to dispose of their booty.	He availed himself of the available resources.	8	3	13	10	0	He didn't avail himself of the available resources.	0	negation
393	grind	Grind lenses for glasses and cameras.	Grind an axe.	0	0	5	5	1	Don't grind an axe.	1	negation
394	watch	Put a little baking soda in some vinegar and watch what happens.	The world is watching Sarajevo.	45	13	50	21	0	The world is not watching Sarajevo.	0	negation
395	bridge	Her glasses left marks on the bridge of her nose.	Rugby players often break the bridge of their noses.	30	30	36	36	1	Rugby players often don't break the bridge of their noses.	1	negation
396	sophistication	He practiced the art of sophistication upon reason.	Understanding affine transformations requires considerable mathematical sophistication.	24	72	38	86	0	Understanding affine transformations doesn't require considerable mathematical sophistication.	0	negation
397	escalation	Higher wages caused an escalation of prices.	There was a gradual escalation of hostilities.	23	20	33	30	1	There was no gradual escalation of hostilities.	1	negation
398	falsity	The belief that the world is flat is a falsity.	Argument could not determine its truth or falsity.	39	42	46	49	1	Argument could determine its truth or falsity.	1	negation
399	authority	She lost all her respect and authority after turning up drunk to the meeting.	This book is the final authority on the life of Milton.	29	23	38	32	0	This book is not the final authority on the life of Milton.	0	negation
400	update	I need to update my records to take account of the most recent transaction.	We updated the kitchen in the old house.	10	3	16	10	1	We didn't update the kitchen in the old house.	1	negation
401	tap	Tap a keg of beer.	Tap a maple tree for its syrup.	0	0	3	3	1	Don't tap a maple tree for its syrup.	1	negation
402	configure	Configure a plane for a combat mission.	Configure my new computer.	0	0	9	9	1	Don't configure my new computer.	1	negation
403	say	What does the law say?	The clock says noon.	18	10	21	14	0	The clock doesn't say noon.	0	negation
404	misdirect	Misdirect the letter.	The pedestrian misdirected the out-of-town driver.	0	15	9	26	0	The pedestrian didn't misdirect the out-of-town driver.	0	negation
405	clap	The children began to clap in time with the music.	The big bird clapped its wings.	22	13	26	20	0	The big bird didn't clap its wings.	0	negation
406	clime	Plants from a cold clime travel best in winter.	After working hard all of his life, Max retired to warmer climes in Florida.	19	58	24	64	1	After working hard all of his life, Max didn't retire to warmer climes in Florida.	1	negation
407	custody	He was mistreated while in police custody.	He is in the custody of police.	34	13	41	20	1	He is not in the custody of police.	1	negation
408	spread	The invaders spread their language all over the country.	A big oil spot spread across the water.	13	15	19	21	0	A big oil spot didn't spread across the water.	0	negation
409	landing	The plane made a smooth landing.	His landing on his feet was catlike.	24	4	31	11	1	His landing on his feet was not catlike.	1	negation
410	look	A look of triumph.	His look was fixed on her eyes.	2	4	6	8	0	His look was not fixed on her eyes.	0	negation
411	maneuver	He made a great maneuver.	Parallel parking can be a difficult maneuver.	16	36	24	44	1	Parallel parking can not be a difficult maneuver.	1	negation
412	sexualize	Some languages sexualize all nouns and do not have a neuter gender.	The god was sexualized and married to another god.	15	12	24	22	1	The god was not sexualized and married to another god.	1	negation
413	criticize	Those who criticize others often are not perfect, either.	The paper criticized the new movie.	10	10	19	20	0	The paper didn't criticize the new movie.	0	negation
414	pronunciation	That is the correct pronunciation.	The pronunciation of Chinese is difficult for foreigners.	20	4	33	17	1	The pronunciation of Chinese is not difficult for foreigners.	1	negation
415	load	Load a car.	Load the truck with hay.	0	0	4	4	1	Don't load the truck with hay.	1	negation
416	ruin	This behavior will ruin your chances of winning the election.	The country lay ruined after the war.	19	16	23	22	0	The country didn't lay ruined after the war.	0	negation
417	accumulate	He wishes to accumulate a sum of money.	Journals are accumulating in my office.	13	13	23	25	1	Journals are not accumulating in my office.	1	negation
418	touch	Please can I have a look, if I promise not to touch?	Carrie touched his shoulder with the stick.	46	7	51	14	1	Carrie didn't touch his shoulder with the stick.	1	negation
419	gap	Gap between income and outgo.	The exploring party went through the high gap in the mountains.	0	42	3	45	0	The exploring party didn't go through the high gap in the mountains.	0	negation
420	partnership	The action teams worked in partnership with the government.	Effective language learning is a partnership between school, teacher and student.	27	33	38	44	1	Effective language learning is not a partnership between school, teacher and student.	1	negation
421	mess	The house was a mess.	My boss dumped a whole mess of projects on my desk today.	16	23	20	27	0	My boss didn't dump a whole mess of projects on my desk today.	0	negation
422	button	"Pat pushed the button marked ""shred"" on the blender."	The elevator was operated by push buttons.	15	34	21	41	1	The elevator was not operated by push buttons.	1	negation
423	cost	These shoes cost $100.	The bill will cost them 500 million dollars.	12	14	16	18	1	The bill will not cost them 500 million dollars.	1	negation
424	form	"By adding ""-ness"", you can form a noun from an adjective."	Form cylinders from the dough.	27	0	31	4	0	Form doesn't cylinders from the dough.	0	negation
425	hour	We live an hour from the airport.	It was their finest hour.	11	20	15	24	0	It was not their finest hour.	0	negation
426	modify	Please modify this letter to make it more polite.	He modified his views on same-gender marriage.	7	3	13	11	1	He didn't modify his views on same-gender marriage.	1	negation
427	stress	"Some people put the stress on the first syllable of ""controversy""; others put it on the second."	The intensity of stress is expressed in units of force divided by units of area.	20	17	26	23	0	The intensity of stress is not expressed in units of force divided by units of area.	0	negation
428	taste	To ask at that particular time was the ultimate in bad taste.	He got a taste of life on the wild side.	55	9	60	14	0	He didn't get a taste of life on the wild side.	0	negation
429	fiddle	Don't fiddle with the screws.	She always fiddles with her van on the weekend.	6	11	12	18	0	She always doesn't fiddle with her van on the weekend.	0	negation
430	eccentricity	For an ellipse, the eccentricity is the ratio of the distance from the center to a focus divided by the length of the semi-major axis.	A circle is an ellipse with zero eccentricity.	20	33	32	45	1	A circle is not an ellipse with zero eccentricity.	1	negation
431	donate	Some of the members may donate privately.	She donates to her favorite charity every month.	24	4	30	11	1	She doesn't donate to her favorite charity every month.	1	negation
432	absorb	Absorb the costs for something.	He absorbed the knowledge or beliefs of his tribe.	0	3	6	11	0	He didn't absorb the knowledge or beliefs of his tribe.	0	negation
433	preparation	He left the preparation of meals to his wife.	The resolution of one dissonance is often the preparation for another dissonance.	12	46	23	57	0	The resolution of one dissonance is not often the preparation for another dissonance.	0	negation
434	send	Send me your latest results.	Nora sent the book from Paris.	0	5	4	9	1	Nora didn't send the book from Paris.	1	negation
435	convey	To convey information.	She conveyed the message to me.	3	4	9	12	1	She didn't convey the message to me.	1	negation
436	upset	Truman upset Dewey in the 1948 US presidential election.	The foreign team upset the local team.	7	17	12	22	1	The foreign team didn't upset the local team.	1	negation
437	comb	Comb the wool.	Comb your hair before dinner.	0	0	4	4	1	Don't comb your hair before dinner.	1	negation
438	exalt	These paintings exalt the imagination.	The man was exalted from a humble carpenter to a minister.	16	12	21	19	0	The man was not exalted from a humble carpenter to a minister.	0	negation
439	average	He is about average in height.	The snowfall this month is below average.	12	33	19	40	1	The snowfall this month is not below average.	1	negation
440	daughter	I already have a son, so I would like to have a daughter.	Her daughter cared for her in her old age.	48	4	56	12	1	Her daughter didn't care for her in her old age.	1	negation
441	accession	Accession to such demands would set a dangerous precedent.	The librarian shelved the new accessions.	0	30	9	40	0	The librarian didn't shelve the new accessions.	0	negation
442	wash	This silly excuse won't wash in traffic court.	The cat washes several times a day.	24	8	28	14	0	The cat doesn't wash several times a day.	0	negation
443	analyze	Analyze your real motives.	The inspector analyzed the building's soundness.	0	14	7	22	1	The inspector didn't analyze the building's soundness.	1	negation
444	safety	He ran to safety.	The reciprocal of safety is risk.	10	18	16	24	0	The reciprocal of safety is not risk.	0	negation
445	construction	The engineer marvelled at his construction.	Construction is underway on the new bridge.	30	0	42	12	0	Construction is not underway on the new bridge.	0	negation
446	toast	That toaster can make wonderful toasts.	I ate a piece of toast for breakfast.	32	17	38	22	1	I didn't eat a piece of toast for breakfast.	1	negation
447	activity	Catalytic activity.	They avoided all recreational activity.	10	30	18	38	0	They didn't avoid all recreational activity.	0	negation
448	tear	He took the manuscript in both hands and gave it a mighty tear.	There were big tears rolling down Lisa's cheeks.	58	15	62	20	0	There were no big tears rolling down Lisa's cheeks.	0	negation
449	militarize	Militarize the Civil Service.	Militarize Germany again after the war.	0	0	10	10	0	Don't militarize Germany again after the war.	0	negation
450	amuse	I watch these movies because they amuse me.	The clown amused the children.	34	10	39	16	1	The clown didn't amuse the children.	1	negation
451	stream	He felt a stream of air.	The hose ejected a stream of water.	10	19	16	25	1	The hose didn't eject a stream of water.	1	negation
452	winterize	Winterize cars.	Winterize your houses.	0	0	9	9	1	Don't winterize your houses.	1	negation
453	preempt	Discussion of the emergency situation will preempt the lecture by the professor.	Live broadcast of the presidential debate preempts the regular news hour.	43	42	50	50	1	Live broadcast of the presidential debate doesn't preempt the regular news hour.	1	negation
454	adoxography	Elizabethan schoolboys were taught adoxography, the art of eruditely praising worthless things.	Adoxography is particularly useful to lawyers.	35	0	46	11	1	Photography is not particularly useful to lawyers.	1	negation
455	nowhere	He came out of nowhere.	They went on a cruise to nowhere.	15	25	22	32	1	They didn't go on a cruise to nowhere.	1	negation
456	invite	Can I invite you for dinner on Sunday night?	The organizers invite submissions of papers for the conference.	6	15	12	21	0	The organizers don't invite submissions of papers for the conference.	0	negation
457	flick	Flick a piece of paper across the table.	He flicked his Bic.	0	3	5	10	0	He didn't flick his Bic.	0	negation
458	defense	They died in the defense of Stalingrad.	They were developed for the defense program.	17	28	24	35	1	They were not developed for the defense program.	1	negation
459	kinship	Anthropology's kinship with the humanities.	Felt a deep kinship with the other students.	15	12	22	19	1	Don't felt a deep kinship with the other students.	1	negation
460	peak	The peak of perfection.	The view from the peak was magnificent.	4	18	8	22	0	The view from the peak was not magnificent.	0	negation
461	dish	They served me a dish of rice.	We gave them a set of dishes for a wedding present.	17	22	21	28	0	We didn't give them a set of dishes for a wedding present.	0	negation
462	afflict	Afflict with the plague.	She was afflicted by the death of her parents.	0	8	7	17	0	She was not afflicted by the death of her parents.	0	negation
463	clutch	To clutch power.	She clutched her purse.	3	4	9	12	1	She didn't clutch her purse.	1	negation
464	percolate	Percolate coffee.	I'll percolate some coffee.	0	5	9	14	1	I'll not percolate some coffee.	1	negation
465	sultriness	The sultriness of her look was unmistakable.	The sultriness of lust was in the air.	4	4	14	14	1	The sultriness of lust was not in the air.	1	negation
466	process	Process iron.	They processed into the dining room.	0	5	7	14	0	They didn't process into the dining room.	0	negation
467	section	There are three synagogues in the Jewish section.	Sections from the left ventricle showed diseased tissue.	41	0	48	8	0	Sections from the left ventricle didn't show diseased tissue.	0	negation
468	pocket	Lydia put the change in her left pocket.	Lydia pocketed the change.	33	6	39	14	1	Lydia didn't pocket the change.	1	negation
469	moderate	To moderate a synod.	John moderated the discussion.	3	5	11	14	1	John didn't moderate the discussion.	1	negation
470	mess	I mess with the wardroom officers.	The afternoon breeze messed up my hair.	2	21	6	27	0	The afternoon breeze didn't mess up my hair.	0	negation
471	triangulate	Triangulate the piece of cardboard.	The land surveyor worked by triangulating the plot.	0	28	11	41	0	The land surveyor didn't work by triangulating the plot.	0	negation
472	ticket	This car could be just the ticket for a small family.	Joe will be running on an anti-crime ticket.	27	37	33	43	0	Joe will not be running on an anti-crime ticket.	0	negation
473	act	She wants to act Lady Macbeth, but she is too young for the role.	I started acting at the age of eleven in my local theatre.	13	10	16	16	1	I didn't start acting at the age of eleven in my local theater.	1	negation
474	sequence	He played the trumps in sequence.	The doctor saw a sequence of patients.	24	17	32	25	0	The doctor didn't see a sequence of patients.	0	negation
475	square	The carpenter who built this room must have lost his square.	64 is the square of 8.	53	10	59	16	0	64 is not the square of 8.	0	negation
476	club	Each club played six home games with teams in its own division.	He played the drums at a jazz club.	5	30	9	34	0	He didn't play the drums at a jazz club.	0	negation
477	characterize	You can characterize his behavior as that of an egotist.	This poem can be characterized as a lament for a dead lover.	8	17	20	30	1	This poem can not be characterized as a lament for a dead lover.	1	negation
478	reappearance	The reappearance of Halley's comet.	His reappearance as Hamlet has been long awaited.	4	4	16	16	0	His reappearance as Hamlet has not been long awaited.	0	negation
479	story	The book tells the story of two roommates.	Disney's stories entertain adults as well as children.	19	9	24	16	1	Disney's stories don't entertain adults as well as children.	1	negation
480	advantage	The enemy had the advantage of a more elevated position.	The experience gave him the advantage over me.	18	28	27	37	1	The experience didn't give him the advantage over me.	1	negation
481	inject	Inject heroin.	He injected new life into the performance.	0	3	6	11	0	He didn't inject new life into the performance.	0	negation
482	capacity	Limited runway capacity.	He should be retained in his present capacity at a higher salary.	15	37	23	45	0	He should not be retained in his present capacity at a higher salary.	0	negation
483	cup	He put the cup back in the saucer.	The handle of the cup was missing.	11	18	14	21	1	The handle of the cup was not missing.	1	negation
484	burn	Burn a CD.	My eyes are burning.	0	12	4	19	0	My eyes are not burning.	0	negation
485	vote	I vote that we all go home.	She voted for going to the Chinese restaurant.	2	4	6	9	1	She didn't vote for going to the Chinese restaurant.	1	negation
486	reline	Reline the paper.	The old fur coat must be relined.	0	25	6	32	0	The old fur coat must not be relined.	0	negation
487	arousal	To influence the arousal of brain and behavior.	The purpose of art is the arousal of emotions.	17	26	24	33	1	The purpose of art is not the arousal of emotions.	1	negation
488	button	"The politician wore a bright yellow button with the slogan ""Vote Smart"" emblazoned on it."	They passed out campaign buttons for their candidate.	36	25	42	32	1	They didn't pass out campaign buttons for their candidate.	1	negation
489	section	The history of this work is discussed in the next section.	A graduate student taught sections for the professor's lecture course.	50	26	57	34	0	A graduate student didn't teach sections for the professor's lecture course.	0	negation
490	horse	A clothes horse.	500 horse led the attack.	10	4	15	9	0	500 horse didn't lead the attack.	0	negation
491	bull	To bull railroad bonds.	He bulled his way in.	3	3	7	9	0	He didn't bull his way in.	0	negation
492	tipper	A generous tipper.	The Americans are among the most generous tippers in the world.	11	42	17	49	1	The Americans are not among the most generous tippers in the world.	1	negation
493	rush	The linebackers were ready to stop a rush.	Come back after the rush.	37	20	41	24	0	Don't come back after the rush.	0	negation
494	stab	He took a stab at forecasting.	She felt a stab of excitement.	10	11	14	15	0	She didn't felt a stab of excitement.	0	negation
495	eliminate	Let's eliminate the course on Akkadian hieroglyphics.	This possibility can be eliminated from our consideration.	6	24	15	34	0	This possibility can not be eliminated from our consideration.	0	negation
496	board	Room and board.	He nailed boards across the windows.	9	10	14	16	0	He didn't nail boards across the windows.	0	negation
497	floss	She flossed her teeth.	The hygienist flossed my teeth.	4	14	11	21	1	The hygienist didn't floss my teeth.	1	negation
498	recruit	Recruit new soldiers.	The lab director recruited an able crew of assistants.	0	17	7	26	0	The lab director didn't recruit an able crew of assistants.	0	negation
499	acquaintance	I know of the man; but have no acquaintance with him.	I have trouble remembering the names of all my acquaintances.	31	47	43	60	0	I don't have trouble remembering the names of all my acquaintances.	0	negation
500	bag	Bag a few pheasants.	We bagged three deer yesterday.	0	3	3	9	1	We didn't bag three deer yesterday.	1	negation
501	last	Summer seems to last longer each year.	The bad weather lasted for three days.	16	16	20	22	1	The bad weather didn't last for three days.	1	negation
502	catch	I would love to have dinner but I have to catch a plane.	We caught something of his theory in the lecture.	42	3	47	9	0	We didn't catch something of his theory in the lecture.	0	negation
503	tap	Tap a cask of wine.	He tapped a new barrel of beer.	0	3	3	9	1	He didn't tap a new barrel of beer.	1	negation
504	poster	I saw a poster for it on the side of a bus.	A poster advertised the coming attractions.	8	2	14	8	1	A poster didn't advertise the coming attractions.	1	negation
505	draw	The luck of the draw.	They anticipated a tough draw.	16	25	20	29	1	They didn't anticipate a tough draw.	1	negation
506	fuel	More fuel is needed during the winter months.	They developed alternative fuels for aircraft.	5	27	9	32	1	They didn't develop alternative fuels for aircraft.	1	negation
507	streak	A streak of wildness.	He has a stubborn streak.	2	18	8	24	1	He doesn't have a stubborn streak.	1	negation
508	repair	One can never fully repair the suffering and losses of the Jews in the Third Reich.	She repaired her TV set.	20	4	26	12	0	She didn't repair her TV set.	0	negation
509	bye	He had a bye in the first round.	Craig's Crew plays the bye next week.	9	23	12	26	1	Craig's Crew doesn't play the bye next week.	1	negation
510	strangle	The imperialist nation wanted to strangle the free trade between the two small countries.	A man in Boston has been strangling several dozen prostitutes.	33	25	41	35	0	A man in Boston has not been strangling several dozen prostitutes.	0	negation
511	extension	The dancer was praised for her uncanny extension.	Good extension comes from a combination of training and native ability.	39	5	48	14	1	Good extension doesn't come from a combination of training and native ability.	1	negation
512	abuse	All abuse, whether physical, verbal, psychological or sexual, is bad.	The child showed signs of physical abuse.	4	35	9	40	1	The child didn't show signs of physical abuse.	1	negation
513	way	They didn't have much in the way of clothing.	We went our separate ways.	29	21	32	25	0	We didn't go our separate ways.	0	negation
514	harbour	The city has an excellent natural harbour.	The neighbourhood is a well-known harbour for petty thieves.	34	34	41	41	0	The neighborhood is not a well-known harbor for petty thieves.	0	negation
515	cognate	English is a cognate of Greek, German, Russian and Persian.	English and, Russian, Icelandic and Irish are all cognates.	13	50	20	58	1	English and, Russian, Icelandic and Irish are not all cognates.	1	negation
516	forbid	I forbid you to call me late at night.	The rules forbid it.	2	10	8	16	1	The rules don't forbid it.	1	negation
517	ash	The woods planted in ash will see a different mix of species.	The ash trees are dying off.	21	4	24	7	1	The ash trees are not dying off.	1	negation
518	wake	There's no weeping at an Irish wake.	The motorboat's wake capsized the canoe.	31	16	35	20	0	The motorboat's wake didn't capsize the canoe.	0	negation
519	render	Render the brick walls in the den.	The face of the child is rendered with much tenderness in this painting.	0	25	6	33	0	The face of the child is not rendered with much tenderness in this painting.	0	negation
520	foundation	He lacks the foundation necessary for advanced study.	The Wikimedia Foundation, Inc. is the parent organization of the Wiktionary collaborative project.	13	14	23	24	0	The Wikimedia Foundation, Inc. is not the parent organization of the Wiktionary collaborative project.	0	negation
521	believe	We didn't believe his stories from the War.	I believed his report.	10	2	17	10	1	I didn't believe his report.	1	negation
522	branch	A branch of Congress.	We have branches in all major suburbs.	2	8	8	16	1	We don't have branches in all major suburbs.	1	negation
523	renovate	This will renovate my spirits.	They renovated the ceiling of the Sistine Chapel.	10	5	18	14	0	They didn't renovate the ceiling of the Sistine Chapel.	0	negation
524	heartbeat	The policeman waited for a heartbeat in vain.	He alone gives me such heartbeats.	27	23	36	33	1	He alone doesn't give me such heartbeats.	1	negation
525	view	They look the same in outward view.	The most desirable feature of the park are the beautiful views.	30	57	34	62	0	The most desirable feature of the park are not the beautiful views.	0	negation
526	admit	Admit someone to the profession.	She was admitted to the New Jersey Bar.	0	8	5	16	1	She was not admitted to the New Jersey Bar.	1	negation
527	holiday	Today is a Wiccan holiday!	No mail is delivered on federal holidays.	18	32	25	40	1	Mail is delivered on federal holidays.	1	rm_negation
528	scrap	The unhappy couple got into a terrible scrap.	That car isn't good for anything but scrap.	39	37	44	42	0	That car is good for anything but scrap.	0	rm_negation
529	intention	The intention of this legislation is to boost the economy.	Good intentions are not enough.	4	5	13	15	1	Good intentions are enough.	1	rm_negation
530	department	His work established a new department of literature.	Baking is not my department.	27	17	37	27	1	Baking is my department.	1	rm_negation
531	mire	To mire a horse or wagon.	Our people should not be mired in the past.	3	25	7	30	0	Our people should be mired in the past.	0	rm_negation
532	fondler	The woman charged that her jailer was a fondler.	Not all fondlers are sexual perverts.	40	8	47	16	1	All fondles are sexual perverts.	1	rm_negation
533	hostility	He could not conceal his hostility.	He could no longer contain his hostility.	25	31	34	40	0	He could contain his hostility.	0	rm_negation
534	leave	Leave lots of time for the trip.	This leaves no room for improvement.	0	5	5	11	1	This leaves room for improvement.	1	rm_negation
535	falsity	The belief that the world is flat is a falsity.	Argument could not determine its truth or falsity.	39	42	46	49	1	Argument could determine its truth or falsity.	1	rm_negation
